GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.heuristic,KnownFileHeuristic,20,41,2,6,6,13,2,5,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.heuristic,SuspectKnownSignerHeuristic,40,41,4,4,8,12,4,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.heuristic,KnownSignerHeuristic,18,43,2,4,1,10,2,4,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.apk.heuristic,KnownPackageHeuristic,32,22,2,2,6,7,2,2,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I22x,0,19,0,0,0,5,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,OpCode,3,0,0,0,1,0,1,0,1,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I3rms,0,26,0,0,0,6,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,ConstWide32,0,35,0,0,0,10,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,PackedSwitch,35,43,4,2,2,9,5,6,2,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Instruction,85,85,6,0,14,15,8,13,5,13
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Const,22,33,0,0,1,10,1,5,1,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,IfTestZ,22,11,0,0,1,4,1,3,1,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I22b,0,26,0,0,0,6,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Goto,16,8,0,0,1,3,1,2,1,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,ValueArrayInstance,124,79,16,3,19,16,15,6,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,SparseSwitch.Payload,7,93,0,8,1,17,1,8,1,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I11n,0,21,0,0,0,5,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,InstanceOp,0,32,0,0,0,10,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,InvocationType,25,114,3,3,4,10,5,6,2,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I22t,0,28,0,0,0,6,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I31i,0,19,0,0,0,5,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,FillArrayData,215,0,18,0,45,0,15,0,6,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,MoveObjectFrom16,21,0,0,0,7,0,4,0,4,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Goto16,16,8,0,0,1,3,1,2,1,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,MoveObject,21,0,0,0,7,0,4,0,4,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,ReturnWide,0,18,0,0,0,6,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,MoveWide,0,23,0,0,0,7,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I35c,0,64,0,0,0,10,0,9,0,9
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Const16,0,43,0,2,0,13,0,6,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Goto32,16,8,0,0,1,3,1,2,1,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I10t,0,12,0,0,0,4,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,ConstWide16,0,34,0,0,0,10,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Heap,8,210,2,6,1,40,2,10,0,8
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,MoveResult,16,16,0,0,1,5,1,3,1,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,ConstStringJumbo,0,42,1,1,0,11,1,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,InstructionFactory,51,36,1,1,8,4,2,1,1,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,OpcodeRegistry,7,1275,0,0,1,258,1,6,1,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Nop,5,0,0,0,2,0,1,0,1,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,IPut,65,57,2,5,7,19,3,5,1,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,InvocationHook,18,0,0,0,8,0,5,0,5,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Type,5,75,0,0,0,6,1,3,1,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,ClassLoaderLibrary,46,55,7,7,8,16,7,6,2,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,MoveException,16,5,0,0,5,2,2,1,2,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,VisitedMethodTracker,8,36,2,2,5,11,5,5,3,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,ReturnVoid,0,6,0,0,0,3,0,2,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I21s,0,19,0,0,0,5,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,ConstWideHigh16,37,0,0,0,10,0,5,0,5,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,InstanceOf,26,0,0,0,8,0,5,0,5,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,SPut,6,9,0,0,2,4,2,2,2,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I31t,0,19,0,0,0,5,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Move,0,21,0,0,0,7,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Move16,0,21,0,0,0,7,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I22cs,0,28,0,0,0,6,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Binop2Addr,19,0,0,0,7,0,6,0,6,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I35ms,0,64,0,0,0,10,0,9,0,9
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I35mi,0,64,0,0,0,10,0,9,0,9
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,InvokeList,89,139,8,12,15,34,6,16,1,9
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I30t,0,14,0,0,0,4,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I22s,0,28,0,0,0,6,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,IGet,49,45,3,3,7,13,4,3,1,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I51l,0,19,0,0,0,5,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I23x,0,26,0,0,0,6,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,SparseSwitch,35,39,4,2,2,8,5,5,2,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,AGet,106,0,6,0,24,0,9,0,6,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,InvokeRange,92,135,5,5,15,28,5,10,1,9
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,MoveResultWide,0,20,0,0,0,7,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I11x,0,12,0,0,0,4,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I3rc,0,26,0,0,0,6,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,CheckCast,23,0,0,0,7,0,4,0,4,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Reference,41,39,6,4,7,11,5,8,2,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,MoveWideFrom16,0,21,0,0,0,7,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,APut,91,93,15,11,14,21,14,6,1,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,ObjectInstance,121,131,16,12,17,29,14,10,3,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,PackedSwitch.Payload,7,61,0,4,1,11,1,6,1,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,MoveFrom16,22,21,0,0,1,7,1,4,1,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,BinopLit16,54,0,0,0,11,0,7,0,7,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,ClassLoader,38,39,6,0,12,12,7,7,4,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,DexClassLoader,172,154,11,19,33,39,12,20,5,12
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Unop,215,122,15,7,45,31,16,11,1,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I21c,0,19,0,0,0,5,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I10x,0,65,0,5,0,13,0,9,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I22c,0,28,0,0,0,6,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,ConstHigh16,0,36,0,0,0,10,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,FilledNewArrayRange,81,104,11,6,11,26,10,9,2,8
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I20bc,0,19,0,0,0,5,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,ConstWide,0,32,0,0,0,10,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,VM,11,56,0,4,5,16,3,9,3,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,MoveWide16,21,0,0,0,7,0,4,0,4,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,MoveResultObject,0,18,0,0,0,6,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I20t,0,14,0,0,0,4,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Frame,195,229,28,14,25,59,26,25,8,20
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,BasicInstructionHook,3,3,0,0,2,1,2,1,2,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I3rmi,0,26,0,0,0,6,0,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Decoder,8,67,0,2,3,12,2,5,2,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,RuntimeContext,102,377,14,24,22,76,14,24,4,15
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,MoveObject16,21,0,0,0,7,0,4,0,4,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I21t,0,19,0,0,0,5,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,NewInstance,32,45,0,0,2,12,1,5,1,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Value,211,401,58,28,28,109,47,48,8,38
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Return,0,16,0,0,0,5,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Binop,19,0,0,0,7,0,6,0,6,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,ConstClass,3,43,1,1,1,13,1,5,0,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I21h,0,19,0,0,0,5,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,SGet,10,5,0,0,4,2,3,1,3,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,ReturnObject,0,16,0,0,0,5,0,3,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,IfTest,28,14,0,0,1,5,1,4,1,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I00x,0,7,0,0,0,3,0,2,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,MissingCodeFilter,46,0,4,0,10,0,6,0,4,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,UnknownInstructionException,12,0,0,0,2,0,1,0,1,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Instance,3,15,0,0,1,6,1,2,1,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,Const4,22,31,0,0,1,10,1,5,1,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,CallGraphBuilder,67,0,8,0,20,0,8,0,4,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,ReferenceArrayInstance,11,32,0,2,3,7,2,4,2,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,SymbolicExecutionVM,87,328,6,36,13,79,9,30,3,15
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I32x,0,21,0,0,0,5,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I12x,0,21,0,0,0,5,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,ConstString,19,56,0,0,1,15,1,6,1,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,I31c,0,19,0,0,0,5,0,4,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,FilledNewArray,92,126,13,12,12,32,11,13,1,8
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,NewArray,45,87,4,4,2,23,4,8,1,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.vm,BinopLit8,44,10,0,0,7,4,4,3,4,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.mimetype,TikaResourceMetadataFactory,32,362,3,15,5,74,3,13,0,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.mimetype,TikaResourceScanner,111,0,4,0,16,0,4,0,2,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.mimetype,ApkDetector,19,175,0,40,5,43,0,23,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.mimetype,MagicTypes,5,115,1,11,2,25,1,8,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.mimetype,TikaFileFactory,13,89,0,6,2,18,0,7,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.mimetype,TikaAndApkResourceMetadataFactory,166,0,8,0,41,0,9,0,5,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.mimetype,IpaDetector,28,108,1,5,7,28,1,6,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,DexEdge.Relation,50,0,0,0,3,0,4,0,4,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,CodeIndexLoader,53,99,2,6,18,23,6,10,4,8
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,CharacteristicPolicy,0,92,0,2,0,20,0,7,0,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,SymbolicInstructionFilter,21,0,8,0,3,0,7,0,3,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,EntrypointResolver,18,153,1,9,3,38,1,13,0,9
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,Terminator,3,0,0,0,1,0,1,0,1,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,DexVertex,10,0,0,0,4,0,2,0,2,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,SearchResult,21,24,4,0,4,9,3,4,1,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,AbnormalEndianMagicHeuristic,13,35,1,3,1,10,1,3,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,Digester,0,8,0,0,0,3,0,2,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,CodeIndex.SearchResults,0,3,0,0,0,1,0,1,0,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,NGramIndex,29,54,2,2,5,14,2,8,1,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,DexEdge,55,0,4,0,13,0,7,0,5,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,ClassIndexAnalysis,105,281,13,19,22,55,13,18,5,10
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,SymbolicScanner.new FileSystemVisitor() {...},74,0,2,0,19,0,4,0,3,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,HasCharacteristic,81,53,4,2,15,16,7,6,4,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,NonContiguousSectionHeuristic.SectionInfo,18,17,0,0,1,5,1,1,1,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,DexDiffViz,106,0,0,0,22,0,3,0,3,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,CodeIndex,111,302,6,26,20,67,7,24,3,12
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,ReturnFilter,25,0,2,0,7,0,5,0,4,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,NonContiguousSectionHeuristic,13,178,1,7,1,33,1,7,0,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,TypeDescriptorContext,37,9,4,0,8,4,5,2,3,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,DexGraphBuilder,375,0,30,0,81,0,24,0,9,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,DexMap,17,0,0,0,5,0,2,0,2,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,AbnormalTypeDescriptorHeuristic,13,59,1,3,1,16,1,4,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,CapabilityListener,51,0,2,0,15,0,6,0,5,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,ActiveCallGraphBuilder,78,0,4,0,17,0,6,0,4,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,AbnormalClassInterfacesHeuristic,16,60,3,5,3,17,3,4,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,ChecksumDigester,12,139,0,0,4,25,2,7,2,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,ClassIndex,68,369,2,16,13,87,4,28,2,21
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.dex.analysis,HasCodeFamily,239,0,28,0,65,0,29,0,15,0
